EmployeeID,Department,JobRole,Age,Gender,Education,MaritalStatus,YearsExperience,YearsAtCompany,MonthlySalary,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,PromotionLast5Years,TrainingTimesLastYear,Attrition,TenureBucket,Attrition_Flag,OverTime_Flag
EMP01263,Support,Support Executive,27.0,Female,Master's,Divorced,6,5,64224.11,11.1,No,1.0,4.0,3,1,1,No,4-6 yrs,0,0
EMP00655,Sales,Sales Manager,38.0,Male,Bachelor's,Divorced,12,1,80632.26,2.6,Yes,4.0,3.0,3,0,0,Yes,0-1 yrs,1,1
EMP00398,Engineering,Senior Engineer,50.0,Male,Bachelor's,Single,31,7,122860.48,10.1,No,4.0,4.0,3,1,0,No,7-10 yrs,0,0
EMP00051,Sales,Account Manager,30.0,Male,Bachelor's,Divorced,5,0,57334.35,1.1,Yes,2.0,3.0,4,0,0,No,0-1 yrs,0,1
EMP00409,Marketing,Marketing Manager,29.0,Male,Master's,Married,7,0,88903.02,5.2,Yes,4.0,4.0,3,1,2,Yes,0-1 yrs,1,1
EMP01038,Support,Support Executive,28.0,Female,PhD,Single,0,0,67563.51,3.8,No,3.0,1.0,2,0,2,No,0-1 yrs,0,0
EMP00540,Support,Support Lead,30.0,Male,PhD,Single,9,0,78737.76,9.4,No,2.0,2.0,2,1,1,Yes,0-1 yrs,1,0
EMP00005,Marketing,Marketing Manager,28.0,Female,PhD,Divorced,0,0,74786.81,8.9,No,1.0,2.0,4,1,2,Yes,0-1 yrs,1,0
EMP00517,Sales,Sales Manager,43.0,Male,Bachelor's,Divorced,21,2,82934.9,0.5,No,4.0,3.0,3,0,1,Yes,2-3 yrs,1,0
EMP00966,Sales,Sales Manager,27.0,Male,Bachelor's,Divorced,2,2,52219.28,6.9,No,3.0,1.0,3,0,0,No,2-3 yrs,0,0
EMP01419,Engineering,QA Engineer,40.0,Male,High School,Married,16,0,99788.32,4.9,No,3.0,1.0,4,0,0,No,0-1 yrs,0,0
EMP01377,Marketing,Marketing Manager,24.0,Male,PhD,Divorced,5,0,74758.62,0.1,No,3.0,1.0,2,0,5,Yes,0-1 yrs,1,0
EMP00533,Engineering,Software Engineer,39.0,Female,High School,Married,17,4,91465.02,20.1,Yes,1.0,2.0,3,1,5,No,4-6 yrs,0,1
EMP00680,Sales,Sales Executive,31.0,Female,Bachelor's,Divorced,11,1,65664.64,19.2,No,1.0,2.0,2,0,4,No,0-1 yrs,0,0
EMP01117,Engineering,Software Engineer,44.0,Female,Bachelor's,Divorced,20,1,90320.66,4.7,No,1.0,2.0,2,1,3,Yes,0-1 yrs,1,0
EMP01412,Finance,Financial Analyst,28.0,Female,PhD,Divorced,7,3,97004.26,0.7,Yes,2.0,2.0,1,0,0,Yes,2-3 yrs,1,1
EMP00586,Marketing,Content Specialist,27.0,Female,Master's,Single,1,1,70000.53,2.9,No,3.0,4.0,1,0,1,No,0-1 yrs,0,0
EMP00475,Marketing,Marketing Executive,21.0,Female,Master's,Divorced,0,0,67985.54,4.6,No,1.0,2.0,3,0,5,Yes,0-1 yrs,1,0
EMP01439,Finance,Accountant,32.0,Female,Master's,Single,14,8,97869.46,1.9,No,4.0,2.0,3,1,2,No,7-10 yrs,0,0
EMP00726,Marketing,Marketing Manager,42.0,Female,High School,Married,18,0,87781.19,8.2,Yes,2.0,4.0,3,0,0,No,0-1 yrs,0,1
EMP00359,Engineering,Senior Engineer,41.0,Male,Bachelor's,Divorced,22,22,114661.76,8.0,Yes,1.0,2.0,1,1,3,No,10+ yrs,0,1
EMP00918,Support,Support Lead,45.0,Male,Master's,Married,27,2,114155.25,2.0,No,4.0,2.0,2,0,5,No,2-3 yrs,0,0
EMP00435,Marketing,Marketing Manager,44.0,Female,Bachelor's,Single,22,5,97099.65,10.8,No,2.0,4.0,3,0,5,No,4-6 yrs,0,0
EMP01373,Support,Support Lead,31.0,Female,High School,Divorced,11,1,60572.08,32.0,No,2.0,2.0,3,0,0,Yes,0-1 yrs,1,0
EMP01464,Support,Support Lead,35.0,Male,Bachelor's,Divorced,13,7,74787.55,3.2,No,2.0,3.0,2,0,2,No,7-10 yrs,0,0
EMP00765,Finance,Finance Manager,44.0,Female,High School,Single,23,3,102675.51,14.5,Yes,2.0,3.0,4,0,5,No,2-3 yrs,0,1
EMP00809,Engineering,Software Engineer,27.0,Male,Master's,Divorced,4,0,92065.15,11.5,No,2.0,4.0,3,1,1,Yes,0-1 yrs,1,0
EMP01111,Finance,Finance Manager,46.0,Male,PhD,Married,25,4,128308.76,0.3,No,2.0,2.0,2,0,0,No,4-6 yrs,0,0
EMP00905,Engineering,Engineering Manager,27.0,Male,Master's,Single,9,0,97077.69,8.1,Yes,4.0,3.0,3,0,3,No,0-1 yrs,0,1
EMP01332,Marketing,Content Specialist,40.0,Female,Master's,Divorced,18,0,99829.28,4.0,No,4.0,2.0,3,1,3,Yes,0-1 yrs,1,0
EMP00679,Engineering,Software Engineer,32.0,Male,Master's,Divorced,14,1,110133.58,5.1,No,2.0,3.0,4,1,1,Yes,0-1 yrs,1,0
EMP00595,Sales,Sales Manager,52.0,Male,Bachelor's,Married,32,2,119637.45,3.1,No,2.0,2.0,3,1,4,No,2-3 yrs,0,0
EMP01015,Marketing,Marketing Manager,52.0,Male,Bachelor's,Divorced,34,4,105555.98,1.1,Yes,2.0,3.0,3,0,1,Yes,4-6 yrs,1,1
EMP00896,Finance,Financial Analyst,21.0,Male,Bachelor's,Single,0,0,72804.08,12.0,Yes,1.0,1.0,3,1,5,Yes,0-1 yrs,1,1
EMP01105,Sales,Sales Executive,40.0,Male,High School,Single,13,0,69920.58,17.5,Yes,4.0,2.0,3,0,3,Yes,0-1 yrs,1,1
EMP00189,Sales,Sales Executive,51.0,Female,Master's,Single,25,3,108049.46,7.1,No,4.0,1.0,3,0,4,Yes,2-3 yrs,1,0
EMP01271,Support,Support Executive,35.0,Female,PhD,Divorced,12,0,87649.85,6.6,No,2.0,4.0,1,0,2,Yes,0-1 yrs,1,0
EMP01349,Marketing,Content Specialist,45.0,Female,Master's,Single,20,0,104846.59,58.0,No,2.0,3.0,3,0,3,Yes,0-1 yrs,1,0
EMP00581,Engineering,QA Engineer,22.0,Male,Bachelor's,Single,4,2,73422.27,1.4,Yes,2.0,2.0,3,0,0,No,2-3 yrs,0,1
EMP01436,Engineering,Engineering Manager,39.0,Female,Bachelor's,Single,15,2,101059.0,5.2,No,2.0,1.0,3,0,3,Yes,2-3 yrs,1,0
EMP00344,Support,Support Executive,40.0,Female,Master's,Married,16,1,83961.84,2.6,No,1.0,4.0,4,0,3,No,0-1 yrs,0,0
EMP00799,Support,Support Executive,22.0,Female,Master's,Married,0,0,50169.07,1.2,No,1.0,2.0,3,0,2,No,0-1 yrs,0,0
EMP00008,Engineering,QA Engineer,29.0,Male,High School,Divorced,10,1,86864.04,7.2,No,3.0,1.0,3,0,0,No,0-1 yrs,0,0
EMP00825,Engineering,Engineering Manager,29.0,Male,Master's,Married,7,7,97561.1,14.2,No,3.0,4.0,4,0,2,No,7-10 yrs,0,0
EMP01065,Support,Support Lead,32.0,Male,Master's,Married,14,7,79388.36,0.2,No,3.0,3.0,2,0,2,No,7-10 yrs,0,0
EMP00216,Finance,Accountant,21.0,Male,Master's,Single,3,3,81573.35,7.3,No,2.0,3.0,3,0,0,No,2-3 yrs,0,0
EMP00110,Engineering,Engineering Manager,29.0,Female,Master's,Single,10,9,100928.84,0.3,No,2.0,4.0,3,0,0,No,7-10 yrs,0,0
EMP00220,Hr,Recruiter,27.0,Male,Bachelor's,Single,0,0,44442.51,10.6,No,1.0,1.0,3,1,5,Yes,0-1 yrs,1,0
EMP01039,Engineering,Software Engineer,25.0,Female,Bachelor's,Married,7,2,90271.37,1.7,No,1.0,4.0,2,0,3,No,2-3 yrs,0,0
EMP00645,Engineering,Engineering Manager,35.0,Female,Master's,Single,4,3,87059.47,14.8,Yes,4.0,4.0,3,1,4,No,2-3 yrs,0,1
EMP01237,Finance,Accountant,26.0,Female,Master's,Married,3,1,78700.84,5.1,No,2.0,3.0,3,1,5,No,0-1 yrs,0,0
EMP00616,Support,Support Lead,40.0,Female,Bachelor's,Single,7,3,58667.21,5.1,Yes,1.0,1.0,3,0,0,No,2-3 yrs,0,1
EMP00028,Finance,Accountant,39.0,Female,Bachelor's,Single,13,0,83618.45,22.6,Yes,1.0,3.0,3,0,0,Yes,0-1 yrs,1,1
EMP00231,Support,Support Lead,28.0,Male,Master's,Married,6,3,64678.68,5.3,Yes,1.0,1.0,4,0,4,Yes,2-3 yrs,1,1
EMP00507,Finance,Accountant,58.0,Female,Bachelor's,Divorced,40,1,126206.35,43.1,Yes,4.0,1.0,3,0,5,Yes,0-1 yrs,1,1
EMP00416,Engineering,Engineering Manager,21.0,Female,PhD,Single,0,0,84373.93,1.5,No,1.0,1.0,4,0,5,No,0-1 yrs,0,0
EMP00053,Engineering,QA Engineer,41.0,Male,Master's,Single,14,0,111778.67,1.0,No,4.0,1.0,3,0,1,No,0-1 yrs,0,0
EMP01283,Support,Support Executive,32.0,Male,Master's,Married,7,0,68791.16,7.3,No,3.0,2.0,3,1,5,No,0-1 yrs,0,0
EMP00945,Marketing,Marketing Manager,40.0,Male,Bachelor's,Divorced,15,3,71019.04,0.8,No,4.0,2.0,3,0,3,No,2-3 yrs,0,0
EMP00587,Marketing,Marketing Executive,36.0,Male,Master's,Single,16,11,93091.24,21.1,No,4.0,4.0,4,1,4,No,10+ yrs,0,0
EMP01028,Finance,Finance Manager,45.0,Female,Bachelor's,Single,27,6,111238.75,2.9,Yes,3.0,2.0,3,0,3,Yes,4-6 yrs,1,1
EMP00559,Engineering,Senior Engineer,47.0,Female,Master's,Married,26,1,131377.84,2.9,No,3.0,3.0,4,0,4,No,0-1 yrs,0,0
EMP00197,Engineering,Software Engineer,32.0,Female,Bachelor's,Married,6,0,79972.86,9.5,Yes,2.0,3.0,4,0,4,Yes,0-1 yrs,1,1
EMP00781,Marketing,Marketing Executive,34.0,Male,Master's,Married,11,2,89690.24,14.1,No,1.0,4.0,4,0,2,No,2-3 yrs,0,0
EMP01040,Support,Support Executive,21.0,Female,Bachelor's,Married,0,0,50684.84,7.5,No,4.0,1.0,3,0,0,Yes,0-1 yrs,1,0
EMP00981,Sales,Account Manager,35.0,Female,Master's,Married,13,0,88027.05,12.4,No,2.0,1.0,2,1,3,Yes,0-1 yrs,1,0
EMP00065,Hr,HR Manager,34.0,Male,Bachelor's,Divorced,8,6,71928.96,2.8,No,2.0,2.0,4,0,4,No,4-6 yrs,0,0
EMP00656,Engineering,Engineering Manager,21.0,Male,Bachelor's,Divorced,0,0,73263.98,1.0,No,3.0,2.0,3,0,4,Yes,0-1 yrs,1,0
EMP00070,Engineering,QA Engineer,31.0,Female,High School,Single,11,3,90295.64,5.7,Yes,4.0,2.0,3,0,1,Yes,2-3 yrs,1,1
EMP01247,Sales,Sales Manager,37.0,Female,Bachelor's,Single,18,0,84543.46,6.2,Yes,1.0,2.0,3,1,1,Yes,0-1 yrs,1,1
EMP01209,Hr,Recruiter,25.0,Female,Master's,Married,4,1,73233.32,4.8,No,3.0,3.0,3,0,2,Yes,0-1 yrs,1,0
EMP01048,Engineering,Engineering Manager,36.0,Female,Bachelor's,Divorced,6,5,76395.73,1.6,No,3.0,4.0,3,1,0,No,4-6 yrs,0,0
EMP00380,Support,Support Lead,32.0,Male,Bachelor's,Divorced,11,5,63333.02,18.4,Yes,1.0,3.0,2,0,1,No,4-6 yrs,0,1
EMP00268,Engineering,Engineering Manager,32.0,Female,Bachelor's,Married,4,4,75185.83,2.6,Yes,2.0,1.0,3,0,0,Yes,4-6 yrs,1,1
EMP01239,Finance,Accountant,39.0,Female,Bachelor's,Married,15,3,90725.58,3.5,No,3.0,1.0,3,0,3,Yes,2-3 yrs,1,0
EMP01157,Support,Support Executive,21.0,Female,Bachelor's,Single,0,0,45723.57,3.6,No,3.0,1.0,3,0,1,Yes,0-1 yrs,1,0
EMP00139,Sales,Sales Manager,30.0,Female,Bachelor's,Divorced,12,3,84145.51,12.3,No,3.0,4.0,3,1,0,No,2-3 yrs,0,0
EMP00575,Engineering,QA Engineer,29.0,Male,Bachelor's,Married,5,1,95171.81,9.3,Yes,2.0,2.0,3,1,3,No,0-1 yrs,0,1
EMP00219,Engineering,Engineering Manager,35.0,Female,High School,Married,4,3,78951.73,6.8,Yes,3.0,3.0,3,1,2,No,2-3 yrs,0,1
EMP00762,Support,Support Lead,35.0,Male,Bachelor's,Single,12,12,70325.47,3.0,Yes,3.0,1.0,3,0,1,No,10+ yrs,0,1
EMP00358,Marketing,Marketing Executive,45.0,Male,Master's,Divorced,23,2,107090.93,2.2,No,2.0,1.0,3,0,3,No,2-3 yrs,0,0
EMP00484,Marketing,Marketing Manager,45.0,Female,High School,Divorced,17,0,78315.29,25.7,Yes,2.0,1.0,1,0,0,No,0-1 yrs,0,1
EMP01052,Sales,Sales Executive,36.0,Female,High School,Single,13,1,68373.33,7.2,No,4.0,4.0,1,0,2,No,0-1 yrs,0,0
EMP00236,Marketing,Marketing Manager,40.0,Female,Bachelor's,Divorced,20,0,86016.29,0.5,No,4.0,4.0,4,0,3,No,0-1 yrs,0,0
EMP00697,Engineering,Senior Engineer,29.0,Female,Bachelor's,Married,7,4,82094.95,6.6,No,3.0,2.0,3,0,2,No,4-6 yrs,0,0
EMP00238,Sales,Sales Executive,24.0,Male,Bachelor's,Married,0,0,49677.53,18.0,No,4.0,3.0,3,0,1,No,0-1 yrs,0,0
EMP00788,Engineering,QA Engineer,43.0,Male,Master's,Divorced,16,0,121020.88,7.8,Yes,1.0,2.0,3,0,0,Yes,0-1 yrs,1,1
EMP00923,Marketing,Marketing Manager,43.0,Male,Bachelor's,Divorced,20,4,92105.06,0.5,Yes,2.0,2.0,3,1,2,Yes,4-6 yrs,1,1
EMP01033,Support,Support Executive,41.0,Male,High School,Married,23,1,82670.53,28.1,No,1.0,3.0,3,1,4,Yes,0-1 yrs,1,0
EMP01196,Sales,Sales Executive,38.0,Female,Master's,Divorced,10,5,79691.56,0.9,Yes,1.0,4.0,4,1,0,No,4-6 yrs,0,1
EMP00101,Support,Support Lead,34.0,Male,Master's,Married,16,2,84697.24,15.1,Yes,4.0,3.0,1,0,2,Yes,2-3 yrs,1,1
EMP00591,Sales,Sales Manager,21.0,Male,PhD,Single,0,0,71041.64,13.5,No,3.0,3.0,4,0,0,Yes,0-1 yrs,1,0
EMP00333,Sales,Account Manager,40.0,Male,PhD,Divorced,14,2,92905.17,15.7,Yes,2.0,1.0,3,1,0,Yes,2-3 yrs,1,1
EMP01081,Hr,HR Executive,34.0,Male,Bachelor's,Married,8,6,70218.35,1.0,Yes,2.0,4.0,4,1,1,No,4-6 yrs,0,1
EMP00607,Sales,Sales Manager,35.0,Male,High School,Single,15,0,75475.98,6.0,Yes,4.0,1.0,2,0,0,No,0-1 yrs,0,1
EMP00971,Engineering,QA Engineer,45.0,Female,Master's,Divorced,17,0,116371.59,29.1,No,2.0,2.0,4,0,5,No,0-1 yrs,0,0
EMP01367,Sales,Sales Manager,32.0,Male,Bachelor's,Single,7,3,66692.55,6.6,Yes,2.0,4.0,2,0,0,No,2-3 yrs,0,1
EMP01088,Support,Support Lead,30.0,Male,High School,Married,10,3,57482.83,2.2,Yes,3.0,3.0,2,1,0,No,2-3 yrs,0,1
EMP00259,Support,Support Lead,21.0,Male,Bachelor's,Single,0,0,50848.27,11.1,Yes,2.0,1.0,3,0,2,No,0-1 yrs,0,1
EMP00764,Engineering,Software Engineer,22.0,Male,Bachelor's,Married,0,0,74865.19,0.2,No,4.0,2.0,3,0,4,No,0-1 yrs,0,0
EMP01331,Support,Support Executive,35.0,Male,Master's,Single,11,3,80825.05,13.6,Yes,1.0,1.0,4,0,5,Yes,2-3 yrs,1,1
EMP00882,Engineering,QA Engineer,36.0,Female,Master's,Married,14,0,106013.08,5.8,Yes,3.0,4.0,2,1,1,Yes,0-1 yrs,1,1
EMP01400,Sales,Sales Executive,48.0,Female,Bachelor's,Married,26,5,106253.97,16.7,Yes,4.0,4.0,3,0,5,No,4-6 yrs,0,1
EMP00871,Sales,Sales Manager,22.0,Male,Master's,Single,0,0,61296.64,5.3,No,2.0,3.0,3,1,4,No,0-1 yrs,0,0
EMP00438,Marketing,Marketing Manager,46.0,Female,Bachelor's,Divorced,15,2,76981.74,1.4,No,3.0,1.0,4,0,0,No,2-3 yrs,0,0
EMP00553,Sales,Sales Executive,23.0,Female,Bachelor's,Single,0,0,45746.41,12.8,No,2.0,3.0,4,1,0,Yes,0-1 yrs,1,0
EMP00972,Engineering,Senior Engineer,32.0,Female,Bachelor's,Married,8,0,94345.66,3.9,No,1.0,4.0,3,0,3,Yes,0-1 yrs,1,0
EMP00073,Engineering,Software Engineer,47.0,Female,Master's,Married,29,4,143496.84,11.5,Yes,2.0,4.0,4,0,4,No,4-6 yrs,0,1
EMP00779,Finance,Financial Analyst,25.0,Male,High School,Single,0,0,56516.31,5.0,No,3.0,4.0,2,0,1,No,0-1 yrs,0,0
EMP00085,Engineering,Engineering Manager,42.0,Female,PhD,Divorced,18,0,130296.85,0.5,No,1.0,2.0,3,0,4,No,0-1 yrs,0,0
EMP00545,Hr,Recruiter,44.0,Male,Bachelor's,Divorced,18,4,83018.17,22.4,Yes,4.0,3.0,2,0,0,No,4-6 yrs,0,1
EMP00818,Support,Support Executive,35.0,Male,High School,Divorced,14,7,59816.68,1.5,Yes,4.0,4.0,3,0,3,No,7-10 yrs,0,1
EMP01178,Hr,Recruiter,21.0,Male,Bachelor's,Single,0,0,53022.95,12.7,No,1.0,2.0,3,0,3,No,0-1 yrs,0,0
EMP01350,Finance,Finance Manager,49.0,Male,Bachelor's,Single,25,2,106469.77,1.4,Yes,3.0,2.0,4,0,2,No,2-3 yrs,0,1
EMP01042,Support,Support Executive,39.0,Female,Bachelor's,Married,21,2,87282.82,24.9,Yes,4.0,2.0,2,0,3,Yes,2-3 yrs,1,1
EMP00909,Marketing,Content Specialist,44.0,Male,Bachelor's,Divorced,25,1,103171.8,1.2,No,2.0,1.0,3,0,2,Yes,0-1 yrs,1,0
EMP01328,Sales,Sales Executive,40.0,Male,Master's,Divorced,21,1,95385.87,2.4,No,3.0,4.0,3,0,1,No,0-1 yrs,0,0
EMP01361,Sales,Account Manager,31.0,Female,Bachelor's,Divorced,7,1,57767.79,1.4,No,3.0,4.0,3,0,4,No,0-1 yrs,0,0
EMP00698,Engineering,Senior Engineer,48.0,Female,Master's,Married,28,4,133252.39,1.8,No,1.0,4.0,2,1,5,No,4-6 yrs,0,0
EMP00369,Finance,Finance Manager,26.0,Female,Master's,Married,8,8,81661.23,8.5,No,2.0,1.0,4,0,3,No,7-10 yrs,0,0
EMP00451,Engineering,QA Engineer,46.0,Female,Master's,Married,23,5,133664.2,3.7,No,2.0,1.0,3,0,1,No,4-6 yrs,0,0
EMP00278,Finance,Finance Manager,42.0,Female,Master's,Married,23,0,117475.0,5.0,Yes,1.0,3.0,3,1,4,No,0-1 yrs,0,1
EMP00723,Sales,Sales Manager,42.0,Female,Bachelor's,Divorced,16,0,82860.64,6.3,Yes,1.0,4.0,3,0,0,No,0-1 yrs,0,1
EMP01460,Sales,Sales Executive,21.0,Male,Master's,Divorced,3,3,63930.9,3.9,No,3.0,4.0,4,0,3,No,2-3 yrs,0,0
EMP01022,Sales,Account Manager,22.0,Male,Bachelor's,Divorced,0,0,50830.16,4.6,Yes,1.0,4.0,3,0,2,No,0-1 yrs,0,1
EMP00863,Sales,Sales Executive,21.0,Male,Bachelor's,Single,0,0,54694.74,40.2,No,2.0,3.0,4,1,1,No,0-1 yrs,0,0
EMP00572,Sales,Sales Manager,34.0,Female,Master's,Married,10,4,76564.28,6.7,No,1.0,3.0,4,0,1,No,4-6 yrs,0,0
EMP01160,Support,Support Executive,45.0,Male,Bachelor's,Married,17,9,81116.63,4.2,No,2.0,1.0,3,0,5,No,7-10 yrs,0,0
EMP00694,Engineering,Senior Engineer,27.0,Male,Master's,Divorced,9,9,94556.72,5.4,No,1.0,2.0,4,0,2,No,7-10 yrs,0,0
EMP00133,Support,Support Executive,30.0,Male,PhD,Single,5,0,75201.66,0.9,No,1.0,3.0,4,0,5,No,0-1 yrs,0,0
EMP00092,Hr,HR Manager,38.0,Female,Bachelor's,Married,20,1,84816.23,9.1,No,3.0,3.0,3,0,3,No,0-1 yrs,0,0
EMP01233,Sales,Account Manager,21.0,Male,Bachelor's,Divorced,0,0,56423.73,0.6,No,3.0,4.0,3,1,5,No,0-1 yrs,0,0
EMP00594,Engineering,Senior Engineer,21.0,Male,Master's,Married,0,0,80521.25,2.1,Yes,4.0,2.0,4,0,5,Yes,0-1 yrs,1,1
EMP00628,Sales,Sales Manager,35.0,Female,Bachelor's,Single,10,0,76244.32,12.2,No,3.0,3.0,2,0,5,No,0-1 yrs,0,0
EMP00429,Engineering,Engineering Manager,33.0,Female,Bachelor's,Single,13,0,89673.33,3.4,No,2.0,4.0,3,0,0,No,0-1 yrs,0,0
EMP01170,Marketing,Content Specialist,26.0,Female,Bachelor's,Divorced,1,0,59848.32,5.9,Yes,1.0,2.0,3,0,2,No,0-1 yrs,0,1
EMP01179,Support,Support Executive,54.0,Male,Bachelor's,Divorced,28,2,100061.7,2.7,Yes,4.0,4.0,4,0,2,Yes,2-3 yrs,1,1
EMP00345,Support,Support Executive,53.0,Female,Bachelor's,Divorced,24,5,91039.6,8.5,No,3.0,1.0,4,0,1,Yes,4-6 yrs,1,0
EMP01324,Support,Support Executive,39.0,Female,PhD,Single,12,2,92613.35,1.3,No,1.0,4.0,2,1,2,No,2-3 yrs,0,0
EMP00830,Sales,Account Manager,44.0,Female,Bachelor's,Single,24,2,100682.09,16.5,No,3.0,3.0,3,0,3,No,2-3 yrs,0,0
EMP01489,Engineering,Software Engineer,40.0,Male,Master's,Divorced,11,1,98602.27,5.4,No,1.0,3.0,3,1,0,No,0-1 yrs,0,0
EMP00426,Support,Support Executive,37.0,Male,Master's,Divorced,8,7,68040.38,1.5,No,1.0,3.0,3,0,0,No,7-10 yrs,0,0
EMP00913,Marketing,Marketing Manager,40.0,Male,Bachelor's,Married,13,1,76132.19,2.3,Yes,2.0,3.0,1,0,2,Yes,0-1 yrs,1,1
EMP00820,Hr,HR Executive,31.0,Male,PhD,Married,13,0,89593.48,6.4,No,4.0,2.0,4,0,1,Yes,0-1 yrs,1,0
EMP00181,Finance,Finance Manager,54.0,Female,Bachelor's,Divorced,22,0,97112.61,4.5,No,1.0,3.0,3,0,2,Yes,0-1 yrs,1,0
EMP00705,Sales,Sales Manager,31.0,Male,Bachelor's,Married,6,2,60766.83,2.2,No,3.0,2.0,3,1,0,No,2-3 yrs,0,0
EMP01073,Engineering,Software Engineer,40.0,Female,Bachelor's,Married,20,0,107445.32,4.7,No,2.0,1.0,3,0,2,Yes,0-1 yrs,1,0
EMP00839,Finance,Finance Manager,34.0,Male,Master's,Divorced,12,7,100228.51,39.5,Yes,3.0,3.0,3,0,4,No,7-10 yrs,0,1
EMP00107,Finance,Accountant,22.0,Female,Master's,Married,4,2,82250.13,4.8,No,2.0,4.0,3,0,4,No,2-3 yrs,0,0
EMP00519,Sales,Sales Executive,46.0,Male,High School,Single,22,11,83596.3,3.6,Yes,1.0,3.0,3,1,5,Yes,10+ yrs,1,1
EMP01137,Engineering,QA Engineer,31.0,Male,Bachelor's,Single,6,1,83030.42,23.9,Yes,3.0,4.0,4,1,0,Yes,0-1 yrs,1,1
EMP00095,Sales,Sales Executive,45.0,Female,Bachelor's,Married,27,3,101370.43,6.3,No,3.0,2.0,4,0,1,No,2-3 yrs,0,0
EMP00772,Hr,Recruiter,23.0,Male,Master's,Divorced,0,0,59551.99,1.9,No,2.0,4.0,3,0,1,No,0-1 yrs,0,0
EMP00850,Finance,Finance Manager,34.0,Female,Bachelor's,Divorced,11,0,85293.79,4.7,No,1.0,3.0,3,0,4,Yes,0-1 yrs,1,0
EMP01301,Hr,HR Executive,31.0,Male,Master's,Married,13,13,93522.69,2.4,No,3.0,1.0,3,0,5,No,10+ yrs,0,0
EMP00376,Finance,Finance Manager,23.0,Male,Bachelor's,Single,3,3,62216.16,20.9,No,1.0,4.0,3,0,3,No,2-3 yrs,0,0
EMP00817,Sales,Sales Manager,50.0,Female,Master's,Married,25,5,109702.64,3.4,Yes,1.0,1.0,3,1,1,Yes,4-6 yrs,1,1
EMP00027,Sales,Account Manager,60.0,Female,PhD,Married,33,1,126708.22,7.3,No,2.0,2.0,4,0,2,Yes,0-1 yrs,1,0
EMP01287,Hr,Recruiter,40.0,Female,Bachelor's,Married,14,0,65345.81,0.2,No,1.0,3.0,4,0,5,Yes,0-1 yrs,1,0
EMP01175,Sales,Sales Executive,39.0,Female,Bachelor's,Divorced,18,12,77057.99,4.7,No,4.0,4.0,3,0,4,No,10+ yrs,0,0
EMP01219,Finance,Accountant,21.0,Female,Bachelor's,Divorced,2,0,62738.34,3.6,No,1.0,4.0,3,0,3,Yes,0-1 yrs,1,0
EMP01455,Engineering,QA Engineer,39.0,Female,Bachelor's,Married,16,12,108614.93,16.2,No,2.0,3.0,4,1,4,Yes,10+ yrs,1,0
EMP01277,Engineering,QA Engineer,35.0,Female,Master's,Married,15,6,114530.33,7.7,No,4.0,1.0,3,0,4,No,4-6 yrs,0,0
EMP00346,Finance,Finance Manager,37.0,Male,Bachelor's,Divorced,17,3,83654.9,19.7,No,1.0,1.0,2,1,5,No,2-3 yrs,0,0
EMP01427,Finance,Financial Analyst,44.0,Male,Bachelor's,Married,25,6,111683.11,37.0,No,4.0,4.0,2,0,5,No,4-6 yrs,0,0
EMP00233,Support,Support Executive,38.0,Female,Master's,Divorced,15,13,80915.58,2.7,No,4.0,3.0,2,0,4,No,10+ yrs,0,0
EMP01426,Sales,Sales Manager,31.0,Male,Bachelor's,Married,3,0,49815.01,22.2,No,4.0,2.0,3,0,4,No,0-1 yrs,0,0
EMP01446,Marketing,Marketing Manager,35.0,Female,Bachelor's,Married,9,9,75261.82,10.5,No,1.0,1.0,3,1,5,No,7-10 yrs,0,0
EMP00567,Hr,HR Manager,28.0,Male,Bachelor's,Single,1,1,59478.06,3.0,No,4.0,3.0,3,1,2,Yes,0-1 yrs,1,0
EMP01249,Sales,Account Manager,30.0,Female,Bachelor's,Single,0,0,56641.65,8.3,No,3.0,3.0,4,1,0,No,0-1 yrs,0,0
EMP00696,Engineering,Software Engineer,44.0,Male,Master's,Single,26,1,116928.24,6.4,No,4.0,2.0,2,1,5,Yes,0-1 yrs,1,0
EMP01221,Engineering,QA Engineer,32.0,Male,Bachelor's,Married,4,4,83475.08,1.2,No,3.0,1.0,1,1,3,Yes,4-6 yrs,1,0
EMP01124,Engineering,Software Engineer,28.0,Male,Master's,Single,10,2,94447.38,6.1,No,1.0,4.0,4,0,0,No,2-3 yrs,0,0
EMP00289,Hr,HR Manager,45.0,Female,Bachelor's,Married,25,7,98909.93,3.6,No,2.0,3.0,3,1,4,No,7-10 yrs,0,0
EMP00310,Engineering,Software Engineer,30.0,Male,Bachelor's,Single,6,6,86636.72,5.5,Yes,2.0,4.0,3,0,0,No,4-6 yrs,0,1
EMP01286,Support,Support Executive,48.0,Female,Master's,Single,28,5,102577.77,29.0,No,1.0,3.0,3,0,1,Yes,4-6 yrs,1,0
EMP01075,Marketing,Marketing Manager,36.0,Male,Bachelor's,Married,7,7,63869.58,16.7,No,4.0,2.0,4,0,1,No,7-10 yrs,0,0
EMP00365,Sales,Account Manager,24.0,Female,Bachelor's,Married,0,0,56957.33,16.1,No,3.0,4.0,3,0,3,No,0-1 yrs,0,0
